ID,Category,Elements,Support_or_material,Reaction_or_application,Title,Journal,Year,Publisher,DOI,Accessible_URL,Open_PDF_URL,PDF_Status,Local_PDF_Path,Chinese_Introduction,Classification_Reason
E0217,Experimental,Fe,graphene,oxygen reduction reaction,Single Atom Catalysts: Designed Iron Single Atom Catalysts for Highly Efficient Oxygen Reduction Reaction in Alkaline and Acid Media (Adv. Mater. Interfaces 8/2021),Advanced Materials Interfaces,2021,Wiley,10.1002/admi.202170044,https://doi.org/10.1002/admi.202170044,,no_open_pdf_in_metadata,,"本文关注 Fe 单原子位点在 graphene 等载体上的催化行为，主要应用于oxygen reduction reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：In article number 2001788, Chang Liu, San Ping Jiang, and co-workers demonstrate a well-characterized and scalable method to synthesize atomically dispersed iron atoms coordinated with nitrogen on graphene interface with high atomic loading (≈4.6 wt%) through",识别到合成、表征、电化学/催化测试或 operando/in situ 等实验关键词；若含 DFT，则视作实验论文的机理支持。
E0218,Experimental,Co,graphene,CO2 reduction/conversion,Single Co‐Atoms as Electrocatalysts for Efficient Hydrazine Oxidation Reaction,Small,2021,Wiley,10.1002/smll.202006477,https://doi.org/10.1002/smll.202006477,,no_open_pdf_in_metadata,,"本文关注 Co 单原子位点在 graphene 等载体上的催化行为，主要应用于CO2 reduction/conversion。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Abstract Single‐atom catalysts (SACs) have aroused great attention due to their high atom efficiency and unprecedented catalytic properties. A remaining challenge is to anchor the single atoms individually on support materials via strong interactions. Herein,",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0223,Experimental,Mixed_or_unclear,graphene,catalysis,Single-atom catalytic growth of crystals using graphene as a case study,npj 2D Materials and Applications,2021,Nature Portfolio,10.1038/s41699-021-00267-4,https://doi.org/10.1038/s41699-021-00267-4,https://www.nature.com/articles/s41699-021-00267-4.pdf,open_url_not_pdf,,"本文关注 Mixed_or_unclear 单原子位点在 graphene 等载体上的催化行为，主要应用于catalysis。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Abstract Anchored Single-atom catalysts have emerged as a cutting-edge research field holding tremendous appeal for applications in the fields of chemicals, energy and the environment. However, single-atom-catalysts for crystal growth is a nascent field. Of th",识别到合成、表征、电化学/催化测试或 operando/in situ 等实验关键词；若含 DFT，则视作实验论文的机理支持。
E0224,Experimental,Co,graphene,hydrogen evolution reaction,Single‐Atom Catalyst Aggregates: Size‐Matching is Critical to Electrocatalytic Performance in Sulfur Cathodes,Advanced Science,2021,Wiley,10.1002/advs.202103773,https://doi.org/10.1002/advs.202103773,,no_open_pdf_in_metadata,,"本文关注 Co 单原子位点在 graphene 等载体上的催化行为，主要应用于hydrogen evolution reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Abstract Electrocatalysis is critical to the performance displayed by sulfur cathodes. However, the constituent electrocatalysts and the sulfur reactants have vastly different molecular sizes, which ultimately restrict electrocatalysis efficiency and hamper de",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0228,Experimental,Cu,graphene,oxygen reduction reaction,Substrate strain tunes operando geometric distortion and oxygen reduction activity of CuN2C2 single-atom sites,Nature Communications,2021,Nature Portfolio,10.1038/s41467-021-26747-1,https://doi.org/10.1038/s41467-021-26747-1,https://www.nature.com/articles/s41467-021-26747-1.pdf,open_url_not_pdf,,"本文关注 Cu 单原子位点在 graphene 等载体上的催化行为，主要应用于oxygen reduction reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Abstract Single-atom catalysts are becoming increasingly significant to numerous energy conversion reactions. However, their rational design and construction remain quite challenging due to the poorly understood structure–function relationship. Here we demonst",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0230,Experimental,Mixed_or_unclear,graphene,CO2 reduction/conversion,Support-based modulation strategies in single-atom catalysts for electrochemical CO 2 reduction: graphene and conjugated macrocyclic complexes,Journal of Materials Chemistry A,2021,Royal Society of Chemistry,10.1039/d1ta09069k,https://doi.org/10.1039/d1ta09069k,https://pubs.rsc.org/en/content/articlepdf/2022/ta/d1ta09069k,downloaded_open_access_pdf,Experimental/Mixed_or_unclear/pdfs/E0230_Support-based_modulation_strategies_in_single-atom_catalysts_for_electrochemical_CO_2_redu.pdf,本文关注 Mixed_or_unclear 单原子位点在 graphene 等载体上的催化行为，主要应用于CO2 reduction/conversion。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：An overview of two types of SACs for the CO 2 RR and the corresponding strategies to regulate the catalytic activity.,识别到合成、表征、电化学/催化测试或 operando/in situ 等实验关键词；若含 DFT，则视作实验论文的机理支持。
E0233,Experimental,Ru,graphene,nitrogen reduction/ammonia synthesis,Synthesis of a ruthenium–graphene quantum dot–graphene hybrid as a promising single-atom catalyst for electrochemical nitrogen reduction with ultrahigh yield rate and selectivity,Journal of Materials Chemistry A,2021,Royal Society of Chemistry,10.1039/d1ta07158k,https://doi.org/10.1039/d1ta07158k,,no_open_pdf_in_metadata,,本文关注 Ru 单原子位点在 graphene 等载体上的催化行为，主要应用于nitrogen reduction/ammonia synthesis。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：We report synthesis of single-atom Ru–graphene quantum dot–graphene catalyst. Ru single atoms are fixed on graphene sheet with high Ru loading of 5.1%. NH 3 yield rate reaches 225 μg mg −1 h −1 that is better than that with the reported catalysts.,题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0234,Experimental,Fe; Co; Ni; Cu; Mo,graphene,nitrogen reduction/ammonia synthesis,The Activation and Reduction of N 2 by Single/Double‐Atom Electrocatalysts: A First‐Principle Study,ChemistrySelect,2021,Wiley,10.1002/slct.202100057,https://doi.org/10.1002/slct.202100057,,no_open_pdf_in_metadata,,"本文关注 Fe, Co, Ni, Cu, Mo 单原子位点在 graphene 等载体上的催化行为，主要应用于nitrogen reduction/ammonia synthesis。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Abstract Developing low‐cost and highly efficient electrocatalysts for nitrogen reduction reaction (NRR) is one of the most attractive challenges. In this work, we systematically investigated the catalytic properties of the single atom catalysts (SAC) and the",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0235,Experimental,Cu,graphene,CO2 reduction/conversion,The Hallmarks of Copper Single Atom Catalysts in Direct Alcohol Fuel Cells and Electrochemical CO 2 Fixation,Advanced Materials Interfaces,2021,Wiley,10.1002/admi.202001822,https://doi.org/10.1002/admi.202001822,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/admi.202001822,download_failed: HTTPError,,本文关注 Cu 单原子位点在 graphene 等载体上的催化行为，主要应用于CO2 reduction/conversion。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Abstract Single‐atom catalysts (SACs) are highly enviable to exploit the utmost utilization of metallic catalysts; their efficiency by utilizing nearly all atoms to often exhibit high catalytic performances. To architect the isolated single atom on an ideal so,识别到合成、表征、电化学/催化测试或 operando/in situ 等实验关键词；若含 DFT，则视作实验论文的机理支持。
E0238,Experimental,Pd,graphene,oxygen reduction reaction,Tuning the selectivity of catalytic nitriles hydrogenation by structure regulation in atomically dispersed Pd catalysts,Nature Communications,2021,Nature Portfolio,10.1038/s41467-021-26542-y,https://doi.org/10.1038/s41467-021-26542-y,https://www.nature.com/articles/s41467-021-26542-y.pdf,open_url_not_pdf,,"本文关注 Pd 单原子位点在 graphene 等载体上的催化行为，主要应用于oxygen reduction reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Abstract The product selectivity in catalytic hydrogenation of nitriles is strongly correlated with the structure of the catalyst. In this work, two types of atomically dispersed Pd species stabilized on the defect-rich nanodiamond-graphene (ND@G) hybrid suppo",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0241,Experimental,Mixed_or_unclear,graphene,oxygen reduction reaction,3D Nanoporous Graphene Based Single-Atom Electrocatalysts for Energy Conversion and Storage,Accounts of Materials Research,2022,American Chemical Society,10.1021/accountsmr.2c00097,https://doi.org/10.1021/accountsmr.2c00097,,no_open_pdf_in_metadata,,本文关注 Mixed_or_unclear 单原子位点在 graphene 等载体上的催化行为，主要应用于oxygen reduction reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：ConspectusThis Account will provide an overview and analysis on recent research of 3D nanoporous graphene based single-atom electrocatalysts for energy conversion and storage applications. In order to meet the increasing energy demands and assist in the transi,题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0242,Experimental,Pd,graphene,hydrogenation,A Magnetically Separable Pd Single‐Atom Catalyst for Efficient Selective Hydrogenation of Phenylacetylene,Advanced Materials,2022,,10.1002/adma.202110455,https://doi.org/10.1002/adma.202110455,,no_open_pdf_in_metadata,,"本文关注 Pd 单原子位点在 graphene 等载体上的催化行为，主要应用于hydrogenation。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Abstract Selective hydrogenation of alkynes to alkenes plays a crucial role in the synthesis of fine chemicals. However, how to achieve high selectivity and effective separation of the catalyst and substrate while obtaining high activity is the key for this re",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0250,Experimental,Mixed_or_unclear,graphene,nitrogen reduction/ammonia synthesis,Catalytic active centers beyond transition metals: atomically dispersed alkaline-earth metals for the electroreduction of nitrate to ammonia,Journal of Materials Chemistry A,2022,Royal Society of Chemistry,10.1039/d2ta08027c,https://doi.org/10.1039/d2ta08027c,,no_open_pdf_in_metadata,,"本文关注 Mixed_or_unclear 单原子位点在 graphene 等载体上的催化行为，主要应用于nitrogen reduction/ammonia synthesis。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Taking an alkaline-earth (AE) metal single-atom catalyst supported on graphene as the representative, the feasibility of AE metals as active centers for the electrocatalytic nitrate reduction reaction to produce NH 3 has been theoretically explored.",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0257,Experimental,Mixed_or_unclear,graphene,CO2 reduction/conversion,Electric-Field-Triggered Graphene Production: From Fundamental Energy Applications to Perspectives,Accounts of Materials Research,2022,American Chemical Society,10.1021/accountsmr.1c00211,https://doi.org/10.1021/accountsmr.1c00211,,no_open_pdf_in_metadata,,"本文关注 Mixed_or_unclear 单原子位点在 graphene 等载体上的催化行为，主要应用于CO2 reduction/conversion。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：ConspectusTwo-dimensional sp2-hybridized graphene has been seriously considered and applied in various fields, such as materials science, energy storage/conversion, catalysis, and biomedicine, on account of its unique long-range-ordered and π-conjugated struct",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0260,Experimental,Pt,graphene,hydrogen evolution reaction,Elucidating the Formation and Structural Evolution of Platinum Single-Site Catalysts for the Hydrogen Evolution Reaction,ACS Catalysis,2022,American Chemical Society,10.1021/acscatal.1c05958,https://doi.org/10.1021/acscatal.1c05958,https://pubs.acs.org/doi/pdf/10.1021/acscatal.1c05958,download_failed: HTTPError,,"本文关注 Pt 单原子位点在 graphene 等载体上的催化行为，主要应用于hydrogen evolution reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Platinum single-site catalysts (SSCs) are a promising technology for the production of hydrogen from clean energy sources. They have high activity and maximal platinum-atom utilization. However, the bonding environment of platinum during operation is poorly un",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0263,Experimental,Mixed_or_unclear,graphene,catalysis,Formulating electronic descriptors to rationally design graphene-supported single-atom catalysts for oxygen electrocatalysis,Journal of Materials Chemistry A,2022,Royal Society of Chemistry,10.1039/d2ta05607k,https://doi.org/10.1039/d2ta05607k,,no_open_pdf_in_metadata,,本文关注 Mixed_or_unclear 单原子位点在 graphene 等载体上的催化行为，主要应用于catalysis。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Descriptors indicating activity and stability of G-SACs and a guideline for material design are suggested through pre hoc analysis.,识别到合成、表征、电化学/催化测试或 operando/in situ 等实验关键词；若含 DFT，则视作实验论文的机理支持。
E0266,Experimental,Co; Zn,graphene,oxygen reduction reaction,High‐Loading Co Single Atoms and Clusters Active Sites toward Enhanced Electrocatalysis of Oxygen Reduction Reaction for High‐Performance Zn–Air Battery,Advanced Functional Materials,2022,Wiley,10.1002/adfm.202209726,https://doi.org/10.1002/adfm.202209726,,no_open_pdf_in_metadata,,"本文关注 Co, Zn 单原子位点在 graphene 等载体上的催化行为，主要应用于oxygen reduction reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Abstract The development of precious‐metal alternative electrocatalysts for oxygen reduction reaction (ORR) is highly desired for a variety of fuel cells, and single atom catalysts (SACs) have been envisaged to be the promising choice. However, there remains c",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0269,Experimental,Ti,graphene,oxygen reduction reaction,Hydrogen Spillover and Storage on Graphene with Single-Site Ti Catalysts,ACS Energy Letters,2022,American Chemical Society,10.1021/acsenergylett.2c00941,https://doi.org/10.1021/acsenergylett.2c00941,https://arxiv.org/pdf/2206.06638,downloaded_open_access_pdf,Experimental/Ti/pdfs/E0269_Hydrogen_Spillover_and_Storage_on_Graphene_with_Single-Site_Ti_Catalysts.pdf,"本文关注 Ti 单原子位点在 graphene 等载体上的催化行为，主要应用于oxygen reduction reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Hydrogen spillover and storage for single-site metal catalysts, including single-atom catalysts (SACs) and single nanocluster catalysts, have been elucidated for various supports but remain poorly understood for inert carbon supports. Here, we use synchrotron-",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0277,Experimental,Cu; Pd,graphene,hydrogen evolution reaction,Low-Temperature Acetylene Semi-Hydrogenation over the Pd 1 –Cu 1 Dual-Atom Catalyst,Journal of the American Chemical Society,2022,American Chemical Society,10.1021/jacs.2c07208,https://doi.org/10.1021/jacs.2c07208,,no_open_pdf_in_metadata,,"本文关注 Cu, Pd 单原子位点在 graphene 等载体上的催化行为，主要应用于hydrogen evolution reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：The atomically dispersed metal catalyst or single-atom catalyst (SAC) with the utmost metal utilization efficiency shows excellent selectivity toward ethylene compared to the metal nanoparticles catalyst in the acetylene semi-hydrogenation reaction. However, t",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0282,Experimental,Mixed_or_unclear,graphene,oxygen reduction reaction,Modeling Hydrogen and Oxygen Evolution Reactions on Single Atom Catalysts with Density Functional Theory: Role of the Functional,Advanced Theory and Simulations,2022,Wiley,10.1002/adts.202200513,https://doi.org/10.1002/adts.202200513,,no_open_pdf_in_metadata,,"本文关注 Mixed_or_unclear 单原子位点在 graphene 等载体上的催化行为，主要应用于oxygen reduction reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Abstract The most widely used approach to predict catalytic activity is density functional theory, whose results however depend on the adopted exchange‐correlation functional. In this work, the role played by the functional in predicting the activity of single",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0291,Experimental,Cu; Zn,graphene,hydrogen evolution reaction,Photocatalytic degradation of methylene blue (MB) with Cu 1 –ZnO single atom catalysts on graphene-coated flexible substrates,Journal of Materials Chemistry A,2022,Royal Society of Chemistry,10.1039/d1ta09954j,https://doi.org/10.1039/d1ta09954j,https://pubs.rsc.org/en/content/articlepdf/2022/ta/d1ta09954j,downloaded_open_access_pdf,Experimental/Cu/pdfs/E0291_Photocatalytic_degradation_of_methylene_blue_MB_with_Cu_1_ZnO_single_atom_catalysts_on_gra.pdf,"本文关注 Cu, Zn 单原子位点在 graphene 等载体上的催化行为，主要应用于hydrogen evolution reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Single-atom catalyst of Cu 1 @ZnO/GPET synthesized via hydrothermal method is shown to exhibit excellent photocatalytic activity towards the degradation of methylene blue solution due to high electron–hole separation efficiency.",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0294,Experimental,Pt,graphene,hydrogen evolution reaction,Pt Single Atom Electrocatalysts at Graphene Edges for Efficient Alkaline Hydrogen Evolution,Advanced Functional Materials,2022,Wiley,10.1002/adfm.202203067,https://doi.org/10.1002/adfm.202203067,,no_open_pdf_in_metadata,,"本文关注 Pt 单原子位点在 graphene 等载体上的催化行为，主要应用于hydrogen evolution reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Abstract Graphene edges exhibit a highly localized density of states that result in increased reactivity compared to its basal plane. However, exploiting this increased reactivity to anchor and tune the electronic states of single atom catalysts (SACs) remains",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0295,Experimental,Co; Zn,graphene,hydrogen evolution reaction,Quasi-solid-state Zn-air batteries with an atomically dispersed cobalt electrocatalyst and organohydrogel electrolyte,Nature Communications,2022,Nature Portfolio,10.1038/s41467-022-31383-4,https://doi.org/10.1038/s41467-022-31383-4,https://www.nature.com/articles/s41467-022-31383-4.pdf,open_url_not_pdf,,"本文关注 Co, Zn 单原子位点在 graphene 等载体上的催化行为，主要应用于hydrogen evolution reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Abstract Quasi-solid-state Zn-air batteries are usually limited to relatively low-rate ability (<10 mA cm −2 ), which is caused in part by sluggish oxygen electrocatalysis and unstable electrochemical interfaces. Here we present a high-rate and robust quasi-so",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0298,Experimental,Pt,graphene,hydrogen evolution reaction,Role of N in Transition‐Metal‐Nitrides for Anchoring Platinum‐Group Metal Atoms toward Single‐Atom Catalysis,Small Methods,2022,Wiley,10.1002/smtd.202200295,https://doi.org/10.1002/smtd.202200295,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/smtd.202200295,download_failed: HTTPError,,本文关注 Pt 单原子位点在 graphene 等载体上的催化行为，主要应用于hydrogen evolution reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Abstract Single‐atom catalysts (SACs) with a maximum atom utilization efficiency have received growing attention in heterogeneous catalysis. The supporting substrate that provides atomic‐dispersed anchoring sites and the local electronic environment in these c,题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0299,Experimental,Pd,graphene,hydrogen evolution reaction,SiC Monolayers as Promising Substrates for the Development of Highly Stable Palladium Single Atom Catalysts: A Density Functional Theory Study,ChemPhysChem,2022,Wiley,10.1002/cphc.202200112,https://doi.org/10.1002/cphc.202200112,,no_open_pdf_in_metadata,,"本文关注 Pd 单原子位点在 graphene 等载体上的催化行为，主要应用于hydrogen evolution reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Abstract Single‐atom catalysts have been touted as highly efficient catalysts, but the catalytic single‐atom sites are unstable and tend to aggregate into nanoparticles during chemical reactions. In this study, we show that SiC monolayers are promising substra",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0300,Experimental,Pt,graphene,hydrogen evolution reaction,"Single Atom Catalysts: What Matters Most, the Active Site or The Surrounding?",ChemCatChem,2022,Wiley,10.1002/cctc.202200611,https://doi.org/10.1002/cctc.202200611,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cctc.202200611,download_failed: HTTPError,,"本文关注 Pt 单原子位点在 graphene 等载体上的催化行为，主要应用于hydrogen evolution reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Abstract Single atom catalysts (SACs) consist of isolated metal atoms stabilized on a solid support. The name suggests that the catalytic activity is due to the nature of the metal atom, but of course the interaction with the substrate plays a role as well. Bu",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0301,Experimental,Co,graphene,oxygen reduction reaction,"Single Metal Atom Catalysts and ORR: H-Bonding, Solvation, and the Elusive Hydroperoxyl Intermediate",ACS Catalysis,2022,American Chemical Society,10.1021/acscatal.2c02029,https://doi.org/10.1021/acscatal.2c02029,https://pubs.acs.org/doi/pdf/10.1021/acscatal.2c02029,download_failed: HTTPError,,"本文关注 Co 单原子位点在 graphene 等载体上的催化行为，主要应用于oxygen reduction reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：The widely investigated oxygen reduction reaction (ORR) is well-known to proceed via two competing routes, involving two or four electrons, and yielding different reaction products, respectively. Both pathways are believed to share a common, elusive intermedia",识别到合成、表征、电化学/催化测试或 operando/in situ 等实验关键词；若含 DFT，则视作实验论文的机理支持。
E0304,Experimental,Mixed_or_unclear,graphene,CO2 reduction/conversion,Single-Atom Catalysts on Covalent Organic Frameworks for CO 2 Reduction,ACS Materials Au,2022,American Chemical Society,10.1021/acsmaterialsau.2c00061,https://doi.org/10.1021/acsmaterialsau.2c00061,https://pubs.acs.org/doi/pdf/10.1021/acsmaterialsau.2c00061,download_failed: HTTPError,,"本文关注 Mixed_or_unclear 单原子位点在 graphene 等载体上的催化行为，主要应用于CO2 reduction/conversion。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：The long-unresolved issue of CO2 release and the resulting atmospheric change can be solved through the application of effective catalysts. Thus, single-atom catalysts (SACs) have been rapidly developed for the CO2 reduction reaction (CO2RR), as they show impr",识别到合成、表征、电化学/催化测试或 operando/in situ 等实验关键词；若含 DFT，则视作实验论文的机理支持。
E0308,Experimental,Fe,graphene,oxygen reduction reaction,Sp‐Hybridized Nitrogen as New Anchoring Sites of Iron Single Atoms to Boost the Oxygen Reduction Reaction,Angewandte Chemie International Edition,2022,Wiley,10.1002/anie.202208238,https://doi.org/10.1002/anie.202208238,,no_open_pdf_in_metadata,,"本文关注 Fe 单原子位点在 graphene 等载体上的催化行为，主要应用于oxygen reduction reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Abstract Carbon supported single‐atom catalysts with metal‐N x configuration are considered as one of the most efficient catalysts for the oxygen reduction reaction (ORR). However, most of the metal‐N x active sites are composed by pyridinic N at the defect lo",识别到合成、表征、电化学/催化测试或 operando/in situ 等实验关键词；若含 DFT，则视作实验论文的机理支持。
E0309,Experimental,Fe,graphene,oxygen reduction reaction,Sp‐Hybridized Nitrogen as New Anchoring Sites of Iron Single Atoms to Boost the Oxygen Reduction Reaction,Angewandte Chemie,2022,Wiley,10.1002/ange.202208238,https://doi.org/10.1002/ange.202208238,,no_open_pdf_in_metadata,,"本文关注 Fe 单原子位点在 graphene 等载体上的催化行为，主要应用于oxygen reduction reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Abstract Carbon supported single‐atom catalysts with metal‐N x configuration are considered as one of the most efficient catalysts for the oxygen reduction reaction (ORR). However, most of the metal‐N x active sites are composed by pyridinic N at the defect lo",识别到合成、表征、电化学/催化测试或 operando/in situ 等实验关键词；若含 DFT，则视作实验论文的机理支持。
E0316,Experimental,Mixed_or_unclear,graphene,CO oxidation,Tuning low-temperature CO oxidation activities via N-doping on graphene-supported three-coordinated nickle single-atom catalysts,Physical Chemistry Chemical Physics,2022,Royal Society of Chemistry,10.1039/d2cp04975a,https://doi.org/10.1039/d2cp04975a,,no_open_pdf_in_metadata,,本文关注 Mixed_or_unclear 单原子位点在 graphene 等载体上的催化行为，主要应用于CO oxidation。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：exhibits excellent catalytic performance with the highest total reaction rate comparable to that of noble metal SACs. These findings are helpful for understanding the N-doping influence and rationalizing the art of designing novel SACs for CO oxidation at low,识别到合成、表征、电化学/催化测试或 operando/in situ 等实验关键词；若含 DFT，则视作实验论文的机理支持。
E0321,Experimental,Mixed_or_unclear,graphene,oxygen reduction reaction,Universal Principles for the Rational Design of Single Atom Electrocatalysts? Handle with Care,ACS Catalysis,2022,American Chemical Society,10.1021/acscatal.2c01011,https://doi.org/10.1021/acscatal.2c01011,https://pubs.acs.org/doi/pdf/10.1021/acscatal.2c01011,download_failed: HTTPError,,本文关注 Mixed_or_unclear 单原子位点在 graphene 等载体上的催化行为，主要应用于oxygen reduction reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：One of the objectives of electronic structure theory is to predict chemical and catalytic activities. This is a challenging target due to the large number of variables that determine the performance of a heterogeneous catalyst. The complexity of the problem ha,题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0323,Experimental,Mixed_or_unclear,graphene,hydrogen evolution reaction,Using Coordination Chemistry Concepts to Unravel Electronic Properties of SACs in Bidimensional Materials,The Journal of Physical Chemistry C,2022,American Chemical Society,10.1021/acs.jpcc.2c02307,https://doi.org/10.1021/acs.jpcc.2c02307,,no_open_pdf_in_metadata,,"本文关注 Mixed_or_unclear 单原子位点在 graphene 等载体上的催化行为，主要应用于hydrogen evolution reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Single atom catalysts (SACs) embedded in bidimensional (2D) materials are commonly viewed as chemically doped 2D systems whose electronic properties can be discussed in terms of solid state physics, where the doping atoms are perturbating agents to the semimet",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
