ID,Category,Elements,Support_or_material,Reaction_or_application,Title,Journal,Year,Publisher,DOI,Accessible_URL,Open_PDF_URL,PDF_Status,Local_PDF_Path,Chinese_Introduction,Classification_Reason
E0216,Experimental,Mixed_or_unclear,graphene,catalysis,Single Atom Catalysts: Anchoring of Transition Metals to Graphene Derivatives as an Efficient Approach for Designing Single‐Atom Catalysts (Adv. Mater. Interfaces 8/2021),Advanced Materials Interfaces,2021,Wiley,10.1002/admi.202170041,https://doi.org/10.1002/admi.202170041,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/admi.202170041,download_failed: HTTPError,,"本文关注 Mixed_or_unclear 单原子位点在 graphene 等载体上的催化行为，主要应用于catalysis。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Graphene derivatives can work as a suitable support anchoring metal atoms and ions, which can be utilized as stable and lightweight single-atom catalysts (SACs). Computational chemistry aids to design such graphene-based SACs, providing insights into their sta",识别到合成、表征、电化学/催化测试或 operando/in situ 等实验关键词；若含 DFT，则视作实验论文的机理支持。
E0217,Experimental,Fe,graphene,oxygen reduction reaction,Single Atom Catalysts: Designed Iron Single Atom Catalysts for Highly Efficient Oxygen Reduction Reaction in Alkaline and Acid Media (Adv. Mater. Interfaces 8/2021),Advanced Materials Interfaces,2021,Wiley,10.1002/admi.202170044,https://doi.org/10.1002/admi.202170044,,no_open_pdf_in_metadata,,"本文关注 Fe 单原子位点在 graphene 等载体上的催化行为，主要应用于oxygen reduction reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：In article number 2001788, Chang Liu, San Ping Jiang, and co-workers demonstrate a well-characterized and scalable method to synthesize atomically dispersed iron atoms coordinated with nitrogen on graphene interface with high atomic loading (≈4.6 wt%) through",识别到合成、表征、电化学/催化测试或 operando/in situ 等实验关键词；若含 DFT，则视作实验论文的机理支持。
E0218,Experimental,Co,graphene,CO2 reduction/conversion,Single Co‐Atoms as Electrocatalysts for Efficient Hydrazine Oxidation Reaction,Small,2021,Wiley,10.1002/smll.202006477,https://doi.org/10.1002/smll.202006477,,no_open_pdf_in_metadata,,"本文关注 Co 单原子位点在 graphene 等载体上的催化行为，主要应用于CO2 reduction/conversion。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Abstract Single‐atom catalysts (SACs) have aroused great attention due to their high atom efficiency and unprecedented catalytic properties. A remaining challenge is to anchor the single atoms individually on support materials via strong interactions. Herein,",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0219,Experimental,Mixed_or_unclear,carbon/other support,hydrogen evolution reaction,Single atoms supported on metal oxides for energy catalysis,Journal of Materials Chemistry A,2021,Royal Society of Chemistry,10.1039/d1ta08016d,https://doi.org/10.1039/d1ta08016d,https://pubs.rsc.org/en/content/articlepdf/2022/ta/d1ta08016d,downloaded_open_access_pdf,Experimental/Mixed_or_unclear/pdfs/E0219_Single_atoms_supported_on_metal_oxides_for_energy_catalysis.pdf,"本文关注 Mixed_or_unclear 单原子位点在 carbon/other support 等载体上的催化行为，主要应用于hydrogen evolution reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Single-atom catalysts (SACs) have attracted wide interest from researchers, as they promisingly bridge the gap between homogeneous and heterogeneous catalysts.",识别到合成、表征、电化学/催化测试或 operando/in situ 等实验关键词；若含 DFT，则视作实验论文的机理支持。
E0220,Experimental,Ru,carbon nitride,hydrogen evolution reaction,Single-Atom Ruthenium Biomimetic Enzyme for Simultaneous Electrochemical Detection of Dopamine and Uric Acid,Analytical Chemistry,2021,American Chemical Society,10.1021/acs.analchem.0c05191,https://doi.org/10.1021/acs.analchem.0c05191,,no_open_pdf_in_metadata,,"本文关注 Ru 单原子位点在 carbon nitride 等载体上的催化行为，主要应用于hydrogen evolution reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Single-atom catalysts have attracted numerous attention due to the high utilization of metallic atoms, abundant active sites, and highly catalytic activities. Herein, a single-atom ruthenium biomimetic enzyme (Ru-Ala-C3N4) is prepared by dispersing Ru atoms on",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0221,Experimental,Fe; Mo,MXene,oxygen reduction reaction,Single-Atom-Substituted Mo 2 C T x :Fe-Layered Carbide for Selective Oxygen Reduction to Hydrogen Peroxide: Tracking the Evolution of the MXene Phase,Journal of the American Chemical Society,2021,American Chemical Society,10.1021/jacs.1c00504,https://doi.org/10.1021/jacs.1c00504,https://pubs.acs.org/doi/pdf/10.1021/jacs.1c00504,download_failed: HTTPError,,"本文关注 Fe, Mo 单原子位点在 MXene 等载体上的催化行为，主要应用于oxygen reduction reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：into a graphitic carbon framework with dispersed iron oxyhydroxide (ferrihydrite, Fh) species (Fh/C), which are the actual active species. This experimental observation and the results obtained for the titanium and vanadium 2D carbides challenge previous studi",识别到合成、表征、电化学/催化测试或 operando/in situ 等实验关键词；若含 DFT，则视作实验论文的机理支持。
E0222,Experimental,Ru; Pt,carbon/other support,hydrogen evolution reaction,Single-atom catalyst for high-performance methanol oxidation,Nature Communications,2021,Nature Portfolio,10.1038/s41467-021-25562-y,https://doi.org/10.1038/s41467-021-25562-y,https://www.nature.com/articles/s41467-021-25562-y.pdf,open_url_not_pdf,,"本文关注 Ru, Pt 单原子位点在 carbon/other support 等载体上的催化行为，主要应用于hydrogen evolution reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Abstract Single-atom catalysts have been widely investigated for several electrocatalytic reactions except electrochemical alcohol oxidation. Herein, we synthesize atomically dispersed platinum on ruthenium oxide (Pt 1 /RuO 2 ) using a simple impregnation-adso",识别到合成、表征、电化学/催化测试或 operando/in situ 等实验关键词；若含 DFT，则视作实验论文的机理支持。
E0223,Experimental,Mixed_or_unclear,graphene,catalysis,Single-atom catalytic growth of crystals using graphene as a case study,npj 2D Materials and Applications,2021,Nature Portfolio,10.1038/s41699-021-00267-4,https://doi.org/10.1038/s41699-021-00267-4,https://www.nature.com/articles/s41699-021-00267-4.pdf,open_url_not_pdf,,"本文关注 Mixed_or_unclear 单原子位点在 graphene 等载体上的催化行为，主要应用于catalysis。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Abstract Anchored Single-atom catalysts have emerged as a cutting-edge research field holding tremendous appeal for applications in the fields of chemicals, energy and the environment. However, single-atom-catalysts for crystal growth is a nascent field. Of th",识别到合成、表征、电化学/催化测试或 operando/in situ 等实验关键词；若含 DFT，则视作实验论文的机理支持。
E0224,Experimental,Co,graphene,hydrogen evolution reaction,Single‐Atom Catalyst Aggregates: Size‐Matching is Critical to Electrocatalytic Performance in Sulfur Cathodes,Advanced Science,2021,Wiley,10.1002/advs.202103773,https://doi.org/10.1002/advs.202103773,,no_open_pdf_in_metadata,,"本文关注 Co 单原子位点在 graphene 等载体上的催化行为，主要应用于hydrogen evolution reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Abstract Electrocatalysis is critical to the performance displayed by sulfur cathodes. However, the constituent electrocatalysts and the sulfur reactants have vastly different molecular sizes, which ultimately restrict electrocatalysis efficiency and hamper de",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0225,Experimental,V; Fe; Co; Ru; Rh; Pd; W; Ir; Pt; Au,N-doped graphene,CO2 reduction/conversion,Single‐Atom Catalysts,Small,2021,Wiley,10.1002/smll.202101584,https://doi.org/10.1002/smll.202101584,,no_open_pdf_in_metadata,,"本文关注 V, Fe, Co, Ru, Rh, Pd, W, Ir, Pt, Au 单原子位点在 N-doped graphene 等载体上的催化行为，主要应用于CO2 reduction/conversion。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Single-atom catalysis, which involves isolated metal atoms stabilized on suitable carriers/supports, is one of the most recent, revolutionary and rapidly expanding research fields in catalyst science. Lately, single-atom catalysts (SACs) have emerged as one of",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0226,Experimental,Ti; Mn; Fe; Co; Ni; Cu; Zn; Ru; Rh; Pd; Ag; W; Ir; Pt; Au,N-doped graphene,CO2 reduction/conversion,Single‐Atom Catalysts,Advanced Materials Interfaces,2021,Wiley,10.1002/admi.202100436,https://doi.org/10.1002/admi.202100436,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/admi.202100436,download_failed: HTTPError,,"本文关注 Ti, Mn, Fe, Co, Ni, Cu, Zn, Ru, Rh, Pd, Ag, W, Ir, Pt, Au 单原子位点在 N-doped graphene 等载体上的催化行为，主要应用于CO2 reduction/conversion。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：In the arena of catalysis, single-atom catalysts (SACs) have been developed as the best alternative to not only homogeneous but also heterogeneous catalysts used in energy, and environmental applications because of their interesting properties. In a quest for",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0227,Experimental,Mixed_or_unclear,carbon/other support,catalysis,Status and Challenges of Cathode Materials for Room‐Temperature Sodium–Sulfur Batteries,Small Science,2021,Wiley,10.1002/smsc.202100059,https://doi.org/10.1002/smsc.202100059,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/smsc.202100059,download_failed: HTTPError,,"本文关注 Mixed_or_unclear 单原子位点在 carbon/other support 等载体上的催化行为，主要应用于catalysis。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Room-temperature sodium-sulfur (RT Na-S) batteries have become the most potential large-scale energy storage systems due to the high theoretical energy density and low cost. However, the severe shuttle effect and the sluggish redox kinetics arising from the su",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0228,Experimental,Cu,graphene,oxygen reduction reaction,Substrate strain tunes operando geometric distortion and oxygen reduction activity of CuN2C2 single-atom sites,Nature Communications,2021,Nature Portfolio,10.1038/s41467-021-26747-1,https://doi.org/10.1038/s41467-021-26747-1,https://www.nature.com/articles/s41467-021-26747-1.pdf,open_url_not_pdf,,"本文关注 Cu 单原子位点在 graphene 等载体上的催化行为，主要应用于oxygen reduction reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Abstract Single-atom catalysts are becoming increasingly significant to numerous energy conversion reactions. However, their rational design and construction remain quite challenging due to the poorly understood structure–function relationship. Here we demonst",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0229,Experimental,Ni,carbon/other support,CO2 reduction/conversion,Sulfur‐Dopant‐Promoted Electroreduction of CO 2 over Coordinatively Unsaturated Ni‐N 2 Moieties,Angewandte Chemie International Edition,2021,Wiley,10.1002/anie.202109373,https://doi.org/10.1002/anie.202109373,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/anie.202109373,download_failed: HTTPError,,"本文关注 Ni 单原子位点在 carbon/other support 等载体上的催化行为，主要应用于CO2 reduction/conversion。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Abstract Atomically dispersed nickel–nitrogen–carbon (Ni‐N‐C) moieties are promising for efficient electrochemical CO 2 ‐to‐CO conversion. To improve the intrinsic electrocatalytic activity, it is essential but challenging to steer the coordination environment",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0230,Experimental,Mixed_or_unclear,graphene,CO2 reduction/conversion,Support-based modulation strategies in single-atom catalysts for electrochemical CO 2 reduction: graphene and conjugated macrocyclic complexes,Journal of Materials Chemistry A,2021,Royal Society of Chemistry,10.1039/d1ta09069k,https://doi.org/10.1039/d1ta09069k,https://pubs.rsc.org/en/content/articlepdf/2022/ta/d1ta09069k,downloaded_open_access_pdf,Experimental/Mixed_or_unclear/pdfs/E0230_Support-based_modulation_strategies_in_single-atom_catalysts_for_electrochemical_CO_2_redu.pdf,本文关注 Mixed_or_unclear 单原子位点在 graphene 等载体上的催化行为，主要应用于CO2 reduction/conversion。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：An overview of two types of SACs for the CO 2 RR and the corresponding strategies to regulate the catalytic activity.,识别到合成、表征、电化学/催化测试或 operando/in situ 等实验关键词；若含 DFT，则视作实验论文的机理支持。
E0231,Experimental,Cu,carbon nitride,hydrogen evolution reaction,Synergistic Modulation of the Separation of Photo‐Generated Carriers via Engineering of Dual Atomic Sites for Promoting Photocatalytic Performance,Advanced Materials,2021,,10.1002/adma.202105904,https://doi.org/10.1002/adma.202105904,,no_open_pdf_in_metadata,,本文关注 Cu 单原子位点在 carbon nitride 等载体上的催化行为，主要应用于hydrogen evolution reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Abstract The separation efficiency of photo‐generated carriers is still a great challenge that restricts the practical application of photocatalytic technology. The design of spatial separation path for photo‐generated carriers at atomic level provides an inno,识别到合成、表征、电化学/催化测试或 operando/in situ 等实验关键词；若含 DFT，则视作实验论文的机理支持。
E0232,Experimental,Co,carbon nitride,CO2 reduction/conversion,Synthesis of Atomically Thin g-C 3 N 4 Nanosheets via Supercritical CO 2 Doping with Single-Atom Cobalt for Photocatalytic Hydrogen Evolution,ACS Applied Materials & Interfaces,2021,American Chemical Society,10.1021/acsami.1c13933,https://doi.org/10.1021/acsami.1c13933,,no_open_pdf_in_metadata,,本文关注 Co 单原子位点在 carbon nitride 等载体上的催化行为，主要应用于CO2 reduction/conversion。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：The atomically thin nanosheets of graphitic carbon nitride (g-C3N4) with mesopores have been successfully exfoliated with supercritical CO2 (scCO2). The thickness of the as-synthesized samples could be directly tailored by simply regulating the scCO2 pressure.,题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0233,Experimental,Ru,graphene,nitrogen reduction/ammonia synthesis,Synthesis of a ruthenium–graphene quantum dot–graphene hybrid as a promising single-atom catalyst for electrochemical nitrogen reduction with ultrahigh yield rate and selectivity,Journal of Materials Chemistry A,2021,Royal Society of Chemistry,10.1039/d1ta07158k,https://doi.org/10.1039/d1ta07158k,,no_open_pdf_in_metadata,,本文关注 Ru 单原子位点在 graphene 等载体上的催化行为，主要应用于nitrogen reduction/ammonia synthesis。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：We report synthesis of single-atom Ru–graphene quantum dot–graphene catalyst. Ru single atoms are fixed on graphene sheet with high Ru loading of 5.1%. NH 3 yield rate reaches 225 μg mg −1 h −1 that is better than that with the reported catalysts.,题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0234,Experimental,Fe; Co; Ni; Cu; Mo,graphene,nitrogen reduction/ammonia synthesis,The Activation and Reduction of N 2 by Single/Double‐Atom Electrocatalysts: A First‐Principle Study,ChemistrySelect,2021,Wiley,10.1002/slct.202100057,https://doi.org/10.1002/slct.202100057,,no_open_pdf_in_metadata,,"本文关注 Fe, Co, Ni, Cu, Mo 单原子位点在 graphene 等载体上的催化行为，主要应用于nitrogen reduction/ammonia synthesis。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Abstract Developing low‐cost and highly efficient electrocatalysts for nitrogen reduction reaction (NRR) is one of the most attractive challenges. In this work, we systematically investigated the catalytic properties of the single atom catalysts (SAC) and the",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0235,Experimental,Cu,graphene,CO2 reduction/conversion,The Hallmarks of Copper Single Atom Catalysts in Direct Alcohol Fuel Cells and Electrochemical CO 2 Fixation,Advanced Materials Interfaces,2021,Wiley,10.1002/admi.202001822,https://doi.org/10.1002/admi.202001822,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/admi.202001822,download_failed: HTTPError,,本文关注 Cu 单原子位点在 graphene 等载体上的催化行为，主要应用于CO2 reduction/conversion。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Abstract Single‐atom catalysts (SACs) are highly enviable to exploit the utmost utilization of metallic catalysts; their efficiency by utilizing nearly all atoms to often exhibit high catalytic performances. To architect the isolated single atom on an ideal so,识别到合成、表征、电化学/催化测试或 operando/in situ 等实验关键词；若含 DFT，则视作实验论文的机理支持。
E0236,Experimental,V; Cr; Mn; Fe; Co; Ni; Cu,N-doped graphene,CO2 reduction/conversion,Toward an Understanding of the Reversible Li-CO 2 Batteries over Metal–N 4 -Functionalized Graphene Electrocatalysts,ACS Nano,2021,American Chemical Society,10.1021/acsnano.1c10007,https://doi.org/10.1021/acsnano.1c10007,,no_open_pdf_in_metadata,,"本文关注 V, Cr, Mn, Fe, Co, Ni, Cu 单原子位点在 N-doped graphene 等载体上的催化行为，主要应用于CO2 reduction/conversion。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：The lack of low-cost catalysts with high activity leads to the unsatisfactory electrochemical performance of Li-CO2 batteries. Single-atom catalysts (SACs) with metal–Nx moieties have great potential to improve battery reaction kinetics and cycling ability. Ho",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0237,Experimental,Mn,N-doped graphene,hydrogen evolution reaction,Tuning the Coordination Environment to Effect the Electrocatalytic Behavior of a Single-Atom Catalyst toward the Nitrogen Reduction Reaction,The Journal of Physical Chemistry C,2021,American Chemical Society,10.1021/acs.jpcc.1c02161,https://doi.org/10.1021/acs.jpcc.1c02161,,no_open_pdf_in_metadata,,本文关注 Mn 单原子位点在 N-doped graphene 等载体上的催化行为，主要应用于hydrogen evolution reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Continual development of more advanced catalysts to support the more efficient electrocatalytic nitrogen reduction reaction (NRR) as a qualified substitute of the industrial Haber–Bosch reaction holds great significance but still remains largely underexplored.,题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0238,Experimental,Pd,graphene,oxygen reduction reaction,Tuning the selectivity of catalytic nitriles hydrogenation by structure regulation in atomically dispersed Pd catalysts,Nature Communications,2021,Nature Portfolio,10.1038/s41467-021-26542-y,https://doi.org/10.1038/s41467-021-26542-y,https://www.nature.com/articles/s41467-021-26542-y.pdf,open_url_not_pdf,,"本文关注 Pd 单原子位点在 graphene 等载体上的催化行为，主要应用于oxygen reduction reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Abstract The product selectivity in catalytic hydrogenation of nitriles is strongly correlated with the structure of the catalyst. In this work, two types of atomically dispersed Pd species stabilized on the defect-rich nanodiamond-graphene (ND@G) hybrid suppo",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0239,Experimental,Zn,carbon/other support,oxygen reduction reaction,Wood Carbon Based Single-Atom Catalyst for Rechargeable Zn–Air Batteries,ACS Energy Letters,2021,American Chemical Society,10.1021/acsenergylett.1c01678,https://doi.org/10.1021/acsenergylett.1c01678,https://www.osti.gov/servlets/purl/1923246,downloaded_open_access_pdf,Experimental/Zn/pdfs/E0239_Wood_Carbon_Based_Single-Atom_Catalyst_for_Rechargeable_Zn_Air_Batteries.pdf,"本文关注 Zn 单原子位点在 carbon/other support 等载体上的催化行为，主要应用于oxygen reduction reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Low-cost and efficient oxygen reduction reaction (ORR)/oxygen evolution reaction (OER) bifunctional electrocatalysts are vital for the applications of rechargeable Zn–air batteries (ZABs). Given the high catalytic activity of single-atom catalysts (SACs), prep",识别到合成、表征、电化学/催化测试或 operando/in situ 等实验关键词；若含 DFT，则视作实验论文的机理支持。
E0240,Experimental,Fe,N-doped carbon,oxygen reduction reaction,2D Single-Atom Fe–N–C Catalyst Derived from a Layered Complex as an Oxygen Reduction Catalyst for PEMFCs,ACS Applied Energy Materials,2022,American Chemical Society,10.1021/acsaem.2c01290,https://doi.org/10.1021/acsaem.2c01290,,no_open_pdf_in_metadata,,"本文关注 Fe 单原子位点在 N-doped carbon 等载体上的催化行为，主要应用于oxygen reduction reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Fe single-atom catalysts of oxygen reduction reaction (ORR) are restricted by the agglomeration during the synthesis process and inferior stability, especially in acidic conditions. An efficient synthesis strategy is urgently needed to alleviate these disadvan",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0241,Experimental,Mixed_or_unclear,graphene,oxygen reduction reaction,3D Nanoporous Graphene Based Single-Atom Electrocatalysts for Energy Conversion and Storage,Accounts of Materials Research,2022,American Chemical Society,10.1021/accountsmr.2c00097,https://doi.org/10.1021/accountsmr.2c00097,,no_open_pdf_in_metadata,,本文关注 Mixed_or_unclear 单原子位点在 graphene 等载体上的催化行为，主要应用于oxygen reduction reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：ConspectusThis Account will provide an overview and analysis on recent research of 3D nanoporous graphene based single-atom electrocatalysts for energy conversion and storage applications. In order to meet the increasing energy demands and assist in the transi,题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0242,Experimental,Pd,graphene,hydrogenation,A Magnetically Separable Pd Single‐Atom Catalyst for Efficient Selective Hydrogenation of Phenylacetylene,Advanced Materials,2022,,10.1002/adma.202110455,https://doi.org/10.1002/adma.202110455,,no_open_pdf_in_metadata,,"本文关注 Pd 单原子位点在 graphene 等载体上的催化行为，主要应用于hydrogenation。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Abstract Selective hydrogenation of alkynes to alkenes plays a crucial role in the synthesis of fine chemicals. However, how to achieve high selectivity and effective separation of the catalyst and substrate while obtaining high activity is the key for this re",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0243,Experimental,Fe,N-doped carbon,catalysis,A Sulfur‐Tolerant MOF‐Based Single‐Atom Fe Catalyst for Efficient Oxidation of NO and Hg 0 (Adv. Mater. 20/2022),Advanced Materials,2022,,10.1002/adma.202270149,https://doi.org/10.1002/adma.202270149,,no_open_pdf_in_metadata,,"本文关注 Fe 单原子位点在 N-doped carbon 等载体上的催化行为，主要应用于catalysis。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Single-Atom Catalysts A single-atom Fe decorated N-doped carbon catalyst (Fe1-N4-C), derived from an Fe-doped metal–organic framework, is developed by Zhengyang Gao, Hai-Long Jiang, and co-workers in article number 2110123. The unique Fe1-N4 sites in Fe1-N4-C",识别到合成、表征、电化学/催化测试或 operando/in situ 等实验关键词；若含 DFT，则视作实验论文的机理支持。
E0244,Experimental,Co,N-doped carbon,oxygen reduction reaction,A doping-adsorption-pyrolysis strategy for constructing atomically dispersed cobalt sites anchored on a N-doped carbon framework as an efficient bifunctional electrocatalyst for hydrogen evolution and oxygen reduction,RSC Advances,2022,Royal Society of Chemistry,10.1039/d2ra03351h,https://doi.org/10.1039/d2ra03351h,https://pubs.rsc.org/en/content/articlepdf/2022/ra/d2ra03351h,downloaded_open_access_pdf,Experimental/Co/pdfs/E0244_A_doping-adsorption-pyrolysis_strategy_for_constructing_atomically_dispersed_cobalt_sites_.pdf,"本文关注 Co 单原子位点在 N-doped carbon 等载体上的催化行为，主要应用于oxygen reduction reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：site shows low hydrogen adsorption Gibbs free energy, and promotes the adsorption of H and oxygen-containing intermediates in HER and ORR. This work not only provides a new idea for the construction of transition metal catalysts with atomic accuracy but also p",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0245,Experimental,Fe; Cu,N-doped graphene,CO2 reduction/conversion,A metal-supported single-atom catalytic site enables carbon dioxide hydrogenation,Nature Communications,2022,Nature Portfolio,10.1038/s41467-022-28456-9,https://doi.org/10.1038/s41467-022-28456-9,https://www.nature.com/articles/s41467-022-28456-9.pdf,open_url_not_pdf,,"本文关注 Fe, Cu 单原子位点在 N-doped graphene 等载体上的催化行为，主要应用于CO2 reduction/conversion。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Abstract Nitrogen-doped graphene-supported single atoms convert CO 2 to CO, but fail to provide further hydrogenation to methane – a finding attributable to the weak adsorption of CO intermediates. To regulate the adsorption energy, here we investigate the met",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0246,Experimental,Zn,N-doped carbon,hydrogen evolution reaction,Atomic Dispersion of Zn 2+ on N-Doped Carbon Materials: From Non-Activity to High Activity for Catalyzing Luminol-H 2 O 2 Chemiluminescence,Analytical Chemistry,2022,American Chemical Society,10.1021/acs.analchem.2c03902,https://doi.org/10.1021/acs.analchem.2c03902,,no_open_pdf_in_metadata,,"本文关注 Zn 单原子位点在 N-doped carbon 等载体上的催化行为，主要应用于hydrogen evolution reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Fe and Co single-atom catalysts (SACs) have been widely explored in many fields, while Zn SACs are still in their infancy stage. Herein, we unexpectedly found that atomically dispersed Zn2+ on N-doped carbon material (Zn-N-C) exhibited high catalytic activity",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0247,Experimental,Mn; Fe; Co; Pt,carbon/other support,oxygen reduction reaction,Atomically dispersed dual‐metal‐site PGM‐free electrocatalysts for oxygen reduction reaction: Opportunities and challenges,SusMat,2022,Wiley,10.1002/sus2.69,https://doi.org/10.1002/sus2.69,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/sus2.69,download_failed: HTTPError,,"本文关注 Mn, Fe, Co, Pt 单原子位点在 carbon/other support 等载体上的催化行为，主要应用于oxygen reduction reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Abstract Atomically dispersed and nitrogen coordinated single metal site (MN x , M = Fe, Co, or Mn) moieties embedded in partially graphitized carbon (denoted as M–N–C) are recognized as the most promising platinum group metal‐free catalysts for the oxygen red",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
